6562882,-0.1338992714881897,-0.13994163274765015,-0.1392926126718521
595529,-0.284366250038147,-0.28588682413101196,-0.28780025243759155
4466242,-0.24072548747062683,-0.24528071284294128,-0.24335666000843048
6558785,-0.5870501399040222,-0.580365777015686,-0.5808740854263306
1087057,-0.04498596861958504,-0.05686769634485245,-0.05244911462068558
888897,-0.009999999776482582,0.0,0.007685001939535141
267857,-0.6023287773132324,-0.6094344854354858,-0.6412515640258789
1085505,-0.009999999776482582,-0.008697429671883583,-0.009996175765991211
542297,0.0,0.0,-0.006985123734921217
2396292,-0.007768289186060429,-0.011224694550037384,-0.010322333313524723
2368067,0.0,0.030557159334421158,-0.0013098419876769185
267849,-0.5363884568214417,-0.5338422656059265,-0.5341191291809082
4469337,0.02120225317776203,-0.001112375408411026,-0.010288229212164879
6563396,-0.06996022909879684,-0.06875559687614441,-0.07357605546712875
2429060,-0.02217813953757286,-0.01979043334722519,-0.019704971462488174
6656585,-0.6782445311546326,-0.6738907098770142,-0.6778049468994141
856129,0.0,0.0,0.006247119978070259
889425,-0.014735829085111618,-0.015214693732559681,-0.017194701358675957
1118273,0.0,0.0,-0.004716200288385153
6590665,0.04445415735244751,-0.0009265082771889865,-0.0005223853513598442
364633,-0.7145003080368042,-0.7181391716003418,-0.7203585505485535
823361,-0.009999999776482582,-0.003884074045345187,0.016544019803404808
533081,-0.04900994896888733,-0.04900994896888733,-0.03748399764299393
4558913,-0.111674964427948,-0.11361512541770935,-0.11601369082927704
4465220,-0.011810794472694397,-0.019402533769607544,-0.013182304799556732
2397785,-0.17838554084300995,-0.1817285120487213,-0.1818690448999405
792129,0.0,0.03752235323190689,-0.004094999749213457
2461849,-0.7043049931526184,-0.7057279348373413,-0.7037131190299988
6570569,-0.015879034996032715,-0.013326484709978104,-0.018309328705072403
533065,-0.019899999722838402,-0.009999999776482582,-0.01565101370215416
6656130,-0.3063697814941406,-0.3068932592868805,-0.3035867512226105
2396290,-0.183305561542511,-0.18201038241386414,-0.1820930540561676
4559939,0.0,0.0,-0.003327075857669115
594137,0.0033007480669766665,-0.0023496784269809723,-0.009999999776482582
6656201,0.06890153139829636,-0.019899999722838402,-0.008109411224722862
6566473,0.04966031759977341,-0.0010201343102380633,-0.0004547049757093191
4526211,0.0,0.0,0.04765450954437256
6623362,-0.17978158593177795,-0.1788662075996399,-0.1820930540561676
4466265,-0.7774337530136108,-0.7577264308929443,-0.7782108187675476
534105,0.0,0.0,-0.003277180716395378
6624835,-0.009999999776482582,-0.0049119144678115845,-0.007441109977662563
2430553,-0.41175132989883423,-0.41157031059265137,-0.4123249650001526
594057,-0.019899999722838402,-0.012127992697060108,-0.019899999722838402
6656145,-0.7459526062011719,-0.7471901774406433,-0.7461687326431274
626961,-0.005501414183527231,-0.009999999776482582,-0.009999999776482582
541257,0.0,0.0,-0.006526986602693796
6656131,0.0,-0.005053016822785139,0.10365159064531326
1151177,0.0,0.0,-0.011011950671672821
824905,0.0,-0.0022292248904705048,0.0066503118723630905
6623433,0.039944689720869064,-0.0010000000474974513,-0.0011757002212107182
6656209,0.04467203468084335,-0.009999999776482582,-0.008294794708490372
4464705,-0.596297562122345,-0.5993151664733887,-0.5780743360519409
561297,-0.03940398991107941,-0.025126036256551743,-0.03940398991107941
2396291,0.0,0.0,0.023684842512011528
4558980,-0.028815846890211105,-0.028293458744883537,-0.0395989790558815
562777,-0.27586016058921814,-0.2761215269565582,-0.27501964569091797
6656579,-0.006814235355705023,-0.0059775481931865215,-0.002326399553567171
889105,0.0,0.0,0.0037808190099895
4470361,0.008979026228189468,-0.002349486108869314,-0.0016521349316462874
266441,0.03243805468082428,-0.00759807787835598,-0.009999999776482582
626969,0.0,-0.002166951773688197,-0.009999999776482582
594129,0.0,-0.002621888415887952,-0.009999999776482582
6559297,-0.7048981785774231,-0.7044157981872559,-0.7050831317901611
6592067,0.0,0.0023442127276211977,-0.00620471453294158
266377,-0.009999999776482582,-0.019899999722838402,-0.009999999776482582
2369113,-0.7271806597709656,-0.7275120615959167,-0.7274743914604187
4466244,-0.06757938861846924,-0.06561388075351715,-0.06669749319553375
278609,-0.0350881852209568,-0.029700998216867447,-0.02652977779507637
